,Carpet Area,Super Area,Chennai,Delhi,Hyderabad,Kolkata,Mumbai,Semi-Furnished,Unfurnished,Bachelors/Family,Family,Contact Builder,Contact Owner,BHK,Size,Bathroom,0,0
1049,1,0,0,0,0,0,1,1,0,1,0,0,0,2,1000,2,5.0,1013
1050,1,0,0,0,0,0,1,1,0,0,1,0,0,2,800,2,7.0,1418
1051,1,0,0,0,0,0,1,0,1,0,0,0,0,2,650,2,6.0,711
1052,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1300,3,7.0,67
1053,1,0,0,0,0,0,1,0,1,1,0,0,0,2,600,2,7.0,25
1054,1,0,0,0,0,0,1,0,0,0,0,0,0,2,750,2,6.0,710
1055,1,0,0,0,0,0,1,1,0,0,1,0,0,2,890,2,6.0,4577
1056,1,0,0,0,0,0,1,0,1,1,0,0,0,1,421,1,5.0,34
1057,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1300,3,5.0,1224
1058,0,1,0,0,0,0,1,0,1,1,0,0,1,1,350,1,7.0,23
1059,1,0,0,0,0,0,1,1,0,1,0,0,0,2,800,2,6.0,520
1060,1,0,0,0,0,0,1,1,0,1,0,0,1,2,650,2,7.0,56
1061,0,1,0,0,0,0,1,0,0,1,0,0,1,1,650,2,4.0,1819
1062,1,0,0,0,0,0,1,1,0,1,0,0,0,2,650,2,5.0,1020
1063,1,0,0,0,0,0,1,0,1,1,0,0,0,2,680,2,5.0,1220
1064,1,0,0,0,0,0,1,0,0,1,0,0,0,2,800,2,7.0,15
1065,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1250,3,7.0,1229
1066,1,0,0,0,0,0,1,0,1,1,0,0,0,1,475,1,5.0,1018
1067,1,0,0,0,0,0,1,0,1,1,0,0,0,2,600,2,7.0,15
1068,0,1,0,0,0,0,1,0,1,1,0,0,1,1,450,1,4.0,24
1069,0,1,0,0,0,0,1,0,1,0,0,0,1,1,400,1,6.0,36
1070,1,0,0,0,0,0,1,0,1,0,1,0,0,3,985,3,7.0,718
1071,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1450,3,5.0,37
1072,1,0,0,0,0,0,1,1,0,0,1,0,0,2,650,2,5.0,1524
1073,1,0,0,0,0,0,1,1,0,1,0,0,0,2,805,3,7.0,4868
1074,0,1,0,0,0,0,1,1,0,1,0,0,1,1,650,1,5.0,34
1075,1,0,0,0,0,0,1,0,1,1,0,0,0,1,515,1,7.0,1242
1076,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1000,2,6.0,1520
1077,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1050,3,6.0,68
1078,1,0,0,0,0,0,1,0,0,1,0,0,0,2,777,2,7.0,1722
1079,1,0,0,0,0,0,1,0,1,0,1,0,0,2,831,2,6.0,1622
1080,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1233,4,7.0,3568
1081,1,0,0,0,0,0,1,0,1,1,0,0,1,1,250,1,6.0,410
1082,1,0,0,0,0,0,1,1,0,0,0,0,0,2,900,2,5.0,1830
1083,1,0,0,0,0,0,1,0,1,1,0,0,0,2,753,2,7.0,1131
1084,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1800,3,6.0,812
1085,1,0,0,0,0,0,1,0,1,0,0,0,0,2,670,2,7.0,517
1086,1,0,0,0,0,0,1,1,0,1,0,0,0,4,2800,4,7.0,5075
1087,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1197,3,7.0,1826
1088,1,0,0,0,0,0,1,0,1,0,0,0,1,2,880,2,6.0,1227
1089,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1000,2,5.0,78
1090,0,1,0,0,0,0,1,1,0,1,0,0,1,2,935,2,4.0,27
1091,1,0,0,0,0,0,1,1,0,1,0,0,0,2,751,2,7.0,1620
1092,0,1,0,0,0,0,1,0,1,1,0,0,1,1,200,1,7.0,95
1093,1,0,0,0,0,0,1,1,0,1,0,0,0,4,2500,6,6.0,2455
1094,1,0,0,0,0,0,1,0,0,0,1,0,0,1,500,1,7.0,68
1095,1,0,0,0,0,0,1,0,0,1,0,0,0,1,430,1,5.0,1523
1096,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1088,3,7.0,1637
1097,1,0,0,0,0,0,1,1,0,1,0,0,1,1,330,1,5.0,48
1098,1,0,0,0,0,0,1,0,1,1,0,0,1,1,400,1,4.0,87
1099,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1200,3,6.0,615
1100,1,0,0,0,0,0,1,0,1,1,0,0,0,2,700,2,6.0,27
1101,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1000,2,7.0,1632
1102,1,0,0,0,0,0,1,1,0,1,0,0,0,2,750,2,6.0,1127
1103,1,0,0,0,0,0,1,0,1,0,0,0,0,1,450,2,6.0,610
1104,0,1,0,0,0,0,1,0,0,1,0,0,1,1,640,2,4.0,1123
1105,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1190,3,7.0,512
1106,0,1,0,0,0,0,1,0,1,0,0,0,0,3,850,3,6.0,58
1107,1,0,0,0,0,0,1,1,0,1,0,0,0,1,330,1,7.0,97
1108,1,0,0,0,0,0,1,1,0,0,0,0,0,2,685,2,5.0,1018
1109,1,0,0,0,0,0,1,0,1,0,0,0,0,1,400,2,6.0,610
1110,1,0,0,0,0,0,1,0,0,1,0,0,0,1,500,2,6.0,813
1111,1,0,0,0,0,0,1,0,1,0,0,0,0,1,550,1,5.0,24
1112,1,0,0,0,0,0,1,0,1,1,0,0,0,4,2500,4,6.0,28
1113,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1100,3,5.0,615
1114,1,0,0,0,0,0,1,0,1,0,1,0,0,2,650,2,5.0,312
1115,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1400,3,7.0,817
1116,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1050,2,7.0,1415
1117,1,0,0,0,0,0,1,0,1,0,0,0,0,3,850,3,6.0,67
1118,1,0,0,0,0,0,1,0,1,0,0,0,0,1,550,1,5.0,94
1119,1,0,0,0,0,0,1,0,0,1,0,0,0,2,750,2,6.0,58
1120,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1350,3,7.0,2325
1121,1,0,0,0,0,0,1,1,0,1,0,0,0,2,800,2,6.0,58
1122,1,0,0,0,0,0,1,1,0,1,0,0,0,4,2650,3,7.0,1448
1123,1,0,0,0,0,0,1,1,0,1,0,0,0,3,975,2,7.0,2935
1124,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1325,4,6.0,1536
1125,0,1,0,0,0,0,1,1,0,1,0,0,1,2,700,2,4.0,36
1126,1,0,0,0,0,0,1,0,0,0,1,0,0,2,700,2,7.0,38
1127,1,0,0,0,0,0,1,1,0,1,0,0,0,2,850,2,6.0,1525
1128,1,0,0,0,0,0,1,0,1,0,0,0,0,1,305,1,6.0,1024
1129,1,0,0,0,0,0,1,0,1,1,0,0,0,2,850,2,6.0,810
1130,1,0,0,0,0,0,1,0,1,1,0,0,0,2,724,2,6.0,611
1131,1,0,0,0,0,0,1,0,0,0,0,0,0,2,650,2,6.0,816
1132,1,0,0,0,0,0,1,0,1,0,1,0,0,2,650,2,6.0,57
1133,1,0,0,0,0,0,1,0,1,0,0,0,0,2,700,2,6.0,1528
1134,1,0,0,0,0,0,1,0,0,1,0,0,0,2,785,2,5.0,47
1135,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1250,3,6.0,1520
1136,1,0,0,0,0,0,1,0,1,1,0,0,0,4,1016,3,7.0,336
1137,1,0,0,0,0,0,1,0,1,1,0,0,0,1,380,2,5.0,1220
1138,1,0,0,0,0,0,1,0,1,0,0,0,0,1,475,1,5.0,1823
1139,1,0,0,0,0,0,1,0,1,0,0,0,0,1,444,2,7.0,811
1140,1,0,0,0,0,0,1,0,1,1,0,0,0,2,640,2,6.0,620
1141,1,0,0,0,0,0,1,0,1,1,0,0,1,1,320,1,6.0,2323
1142,1,0,0,0,0,0,1,0,1,1,0,0,0,3,1100,4,5.0,1621
1143,1,0,0,0,0,0,1,0,0,1,0,0,0,4,1500,3,6.0,515
1144,1,0,0,0,0,0,1,1,0,1,0,0,0,2,650,2,5.0,68
1145,1,0,0,0,0,0,1,1,0,1,0,0,0,1,508,2,5.0,1618
1146,1,0,0,0,0,0,1,0,0,1,0,0,0,4,2500,4,7.0,210
1147,1,0,0,0,0,0,1,0,1,0,0,0,0,2,720,2,5.0,816
1148,0,1,0,0,0,0,1,0,1,1,0,0,1,2,750,2,4.0,95
1149,1,0,0,0,0,0,1,0,1,0,1,0,0,1,430,1,6.0,23
1150,1,0,0,0,0,0,1,0,1,0,1,0,0,2,623,2,6.0,67
1151,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1358,4,7.0,4050
1152,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1000,3,7.0,411
1153,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1100,3,6.0,2528
1154,1,0,0,0,0,0,1,0,0,1,0,0,1,3,1255,3,7.0,1217
1155,1,0,0,0,0,0,1,0,0,0,1,0,0,1,450,2,5.0,58
1156,1,0,0,0,0,0,1,0,0,1,0,0,0,2,650,2,6.0,37
1157,1,0,0,0,0,0,1,1,0,0,0,0,0,2,955,2,7.0,3440
1158,1,0,0,0,0,0,1,0,1,1,0,0,0,2,700,2,5.0,822
1159,0,1,0,0,0,0,1,1,0,0,1,0,0,3,1915,4,7.0,823
1160,1,0,0,0,0,0,1,1,0,1,0,0,0,4,2308,6,6.0,931
1161,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1250,3,7.0,1113
1162,1,0,0,0,0,0,1,1,0,0,0,0,0,2,625,2,6.0,614
1163,1,0,0,0,0,0,1,0,0,0,1,0,0,4,2200,4,5.0,78
1164,1,0,0,0,0,0,1,0,0,1,0,0,0,2,870,2,6.0,521
1165,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1300,3,6.0,412
1166,1,0,0,0,0,0,1,0,1,0,1,0,0,2,750,2,6.0,28
1167,0,1,0,0,0,0,1,0,0,0,0,0,1,2,750,2,7.0,28
1168,1,0,0,0,0,0,1,0,0,1,0,0,0,2,550,2,6.0,39
1169,1,0,0,0,0,0,1,0,0,0,1,0,0,4,1250,4,7.0,27
1170,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1400,3,7.0,1113
1171,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1330,4,6.0,3259
1172,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1000,3,6.0,510
1173,1,0,0,0,0,0,1,0,1,1,0,0,0,2,770,2,5.0,414
1174,1,0,0,0,0,0,1,0,1,0,1,0,0,2,800,2,6.0,37
1175,1,0,0,0,0,0,1,1,0,1,0,0,0,4,1691,6,5.0,2032
1176,1,0,0,0,0,0,1,0,0,0,0,0,0,1,550,2,5.0,1220
1177,1,0,0,0,0,0,1,0,1,0,1,0,0,2,800,2,7.0,1014
1178,1,0,0,0,0,0,1,0,1,0,1,0,0,2,615,2,7.0,614
1179,1,0,0,0,0,0,1,0,1,1,0,0,0,2,663,2,6.0,2543
1180,1,0,0,0,0,0,1,1,0,1,0,0,1,1,400,1,6.0,34
1181,1,0,0,0,0,0,1,0,0,0,0,0,0,2,625,2,6.0,918
1182,1,0,0,0,0,0,1,0,1,1,0,0,0,4,1432,3,6.0,1220
1183,1,0,0,0,0,0,1,0,1,0,0,0,0,1,425,1,5.0,35
1184,1,0,0,0,0,0,1,1,0,0,0,0,0,2,649,2,6.0,522
1185,1,0,0,0,0,0,1,0,1,0,0,0,0,2,905,2,5.0,1037
1186,0,1,0,0,0,0,1,0,1,0,0,0,1,2,882,2,4.0,1022
1187,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1200,3,6.0,415
1188,1,0,0,0,0,0,1,0,1,0,1,0,0,2,736,2,5.0,1636
1189,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1710,3,7.0,2548
1190,1,0,0,0,0,0,1,0,1,0,0,0,1,1,225,1,6.0,36
1191,1,0,0,0,0,0,1,0,1,1,0,0,0,2,720,2,5.0,822
1192,0,1,0,0,0,0,1,0,1,0,0,0,1,1,555,1,6.0,67
1193,0,1,0,0,0,0,1,0,1,1,0,0,1,1,415,1,7.0,27
1194,1,0,0,0,0,0,1,1,0,0,0,0,0,2,649,2,6.0,422
1195,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1000,2,6.0,33
1196,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1300,2,6.0,810
1197,0,1,0,0,0,0,1,0,0,1,0,0,1,2,1065,2,6.0,1515
1198,1,0,0,0,0,0,1,1,0,1,0,0,0,2,854,2,7.0,1520
1199,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1200,3,6.0,514
1200,1,0,0,0,0,0,1,0,1,0,0,0,0,1,500,1,6.0,818
1201,1,0,0,0,0,0,1,1,0,1,0,0,0,3,906,3,5.0,710
1202,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1800,4,6.0,1111
1203,1,0,0,0,0,0,1,0,0,1,0,0,1,2,500,1,5.0,13
1204,0,1,0,0,0,0,1,0,1,1,0,0,1,1,450,1,6.0,27
1205,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1130,3,7.0,37
1206,0,1,0,0,0,0,1,0,0,1,0,0,1,1,495,2,6.0,57
1207,0,1,0,0,0,0,1,0,1,1,0,0,1,1,407,2,5.0,523
1208,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1092,3,6.0,6077
1209,1,0,0,0,0,0,1,0,1,0,1,0,0,2,610,2,7.0,1118
1210,0,1,0,0,0,0,1,0,0,1,0,0,1,1,500,2,7.0,1314
1211,1,0,0,0,0,0,1,0,1,1,0,0,0,2,750,2,5.0,420
1212,1,0,0,0,0,0,1,0,0,0,0,0,0,2,750,2,6.0,616
1213,1,0,0,0,0,0,1,0,0,1,0,0,0,2,850,2,6.0,610
1214,1,0,0,0,0,0,1,0,1,1,0,0,0,1,350,1,6.0,516
1215,1,0,0,0,0,0,1,1,0,1,0,0,0,1,300,1,6.0,212
1216,1,0,0,0,0,0,1,0,0,1,0,0,0,1,695,2,5.0,27
1217,1,0,0,0,0,0,1,1,0,1,0,0,0,1,415,2,6.0,1522
1218,1,0,0,0,0,0,1,0,1,0,0,0,0,1,450,2,6.0,313
1219,1,0,0,0,0,0,1,0,1,0,1,0,0,3,850,3,6.0,814
1220,1,0,0,0,0,0,1,1,0,1,0,0,0,2,805,3,5.0,3058
1221,1,0,0,0,0,0,1,0,0,1,0,0,0,2,700,2,7.0,710
1222,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1800,4,4.0,1011
1223,1,0,0,0,0,0,1,0,1,0,0,0,0,2,669,2,6.0,1543
1224,1,0,0,0,0,0,1,0,1,0,1,0,0,1,325,1,6.0,716
1225,0,1,0,0,0,0,1,0,0,1,0,0,1,1,600,1,5.0,56
1226,1,0,0,0,0,0,1,0,1,1,0,0,0,2,725,2,5.0,816
1227,1,0,0,0,0,0,1,1,0,1,0,0,0,2,750,2,6.0,59
1228,1,0,0,0,0,0,1,1,0,0,0,0,0,3,1050,3,6.0,1321
1229,1,0,0,0,0,0,1,0,1,1,0,0,1,2,600,2,5.0,1828
1230,1,0,0,0,0,0,1,1,0,1,0,0,0,2,1000,2,6.0,1013
1231,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1110,3,7.0,955
1232,1,0,0,0,0,0,1,0,1,0,1,0,0,2,650,2,7.0,1125
1233,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1100,3,6.0,810
1234,1,0,0,0,0,0,1,0,1,1,0,0,0,3,1100,3,6.0,1528
1235,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1110,3,7.0,4955
1236,1,0,0,0,0,0,1,1,0,0,1,0,0,3,999,2,6.0,1423
1237,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1000,3,6.0,24
1238,1,0,0,0,0,0,1,1,0,1,0,0,0,4,2200,5,7.0,1120
1239,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1256,3,6.0,1022
1240,1,0,0,0,0,0,1,1,0,0,1,0,0,2,750,2,7.0,1720
1241,1,0,0,0,0,0,1,1,0,1,0,0,0,3,889,2,7.0,727
1242,1,0,0,0,0,0,1,1,0,1,0,0,0,2,750,2,6.0,1427
1243,1,0,0,0,0,0,1,0,1,0,1,0,0,1,385,1,5.0,620
1244,1,0,0,0,0,0,1,0,1,1,0,0,0,4,1454,4,6.0,57
1245,1,0,0,0,0,0,1,1,0,0,1,0,0,1,480,2,7.0,17
1246,1,0,0,0,0,0,1,1,0,1,0,0,0,2,660,2,5.0,1222
1247,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1600,3,6.0,916
1248,1,0,0,0,0,0,1,1,0,1,0,0,0,1,434,2,7.0,522
1249,1,0,0,0,0,0,1,0,1,1,0,0,0,3,1121,3,5.0,714
1250,0,1,0,0,0,0,1,1,0,1,0,0,1,1,620,2,6.0,68
1251,1,0,0,0,0,0,1,0,0,0,1,0,0,3,937,2,7.0,1627
1252,1,0,0,0,0,0,1,1,0,1,0,0,0,1,470,2,6.0,67
1253,1,0,0,0,0,0,1,0,1,0,1,0,0,1,410,1,6.0,27
1254,1,0,0,0,0,0,1,0,1,0,1,0,0,3,850,3,6.0,57
1255,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1500,4,7.0,1520
1256,1,0,0,0,0,0,1,0,0,1,0,0,0,2,888,2,7.0,1220
1257,1,0,0,0,0,0,1,0,1,0,0,0,1,1,380,2,6.0,37
1258,1,0,0,0,0,0,1,0,1,1,0,0,0,1,360,1,7.0,420
1259,0,1,0,0,0,0,1,0,0,1,0,0,1,1,565,2,7.0,18
1260,0,1,0,0,0,0,1,1,0,1,0,0,0,3,2000,4,7.0,2550
1261,1,0,0,0,0,0,1,1,0,0,1,0,0,4,1358,4,6.0,2550
1262,1,0,0,0,0,0,1,1,0,1,0,0,0,2,661,2,7.0,1736
1263,1,0,0,0,0,0,1,0,1,0,1,0,0,1,450,2,7.0,920
1264,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1300,3,5.0,630
1265,1,0,0,0,0,0,1,0,0,0,1,0,0,2,600,2,6.0,48
1266,0,1,0,0,0,0,1,1,0,1,0,0,1,2,900,3,4.0,94
1267,1,0,0,0,0,0,1,1,0,0,0,0,0,1,379,1,6.0,2123
1268,1,0,0,0,0,0,1,1,0,0,1,0,0,2,805,3,5.0,858
1269,0,1,0,0,0,0,1,0,0,1,0,0,1,1,650,2,5.0,38
1270,0,1,0,0,0,0,1,1,0,1,0,0,1,1,500,2,4.0,810
1271,1,0,0,0,0,0,1,0,0,0,1,0,0,1,480,2,6.0,57
1272,0,1,0,0,0,0,1,1,0,1,0,0,1,2,550,2,6.0,17
1273,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1600,3,6.0,512
1274,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1400,2,6.0,415
1275,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1500,2,6.0,2041
1276,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1050,3,7.0,362
1277,1,0,0,0,0,0,1,0,1,0,1,0,0,3,920,3,7.0,413
1278,1,0,0,0,0,0,1,1,0,1,0,0,0,1,450,1,7.0,813
1279,1,0,0,0,0,0,1,1,0,0,0,0,0,1,440,1,7.0,94
1280,0,1,0,0,0,0,1,0,1,1,0,0,1,3,932,3,5.0,38
1281,1,0,0,0,0,0,1,0,1,0,0,0,1,1,270,2,4.0,1515
1282,1,0,0,0,0,0,1,1,0,0,0,0,0,1,379,2,6.0,2323
1283,1,0,0,0,0,0,1,0,0,0,1,0,1,2,582,2,5.0,58
1284,1,0,0,0,0,0,1,1,0,1,0,0,0,2,800,2,6.0,68
1285,1,0,0,0,0,0,1,0,1,1,0,0,0,1,444,2,7.0,717
1286,1,0,0,0,0,0,1,0,1,1,0,0,0,1,428,1,6.0,1221
1287,1,0,0,0,0,0,1,0,0,0,1,0,0,5,1880,4,6.0,1127
1288,1,0,0,0,0,0,1,1,0,1,0,0,0,2,888,2,7.0,520
1289,0,1,0,0,0,0,1,0,1,1,0,0,1,1,490,1,5.0,98
1290,1,0,0,0,0,0,1,0,1,0,1,0,0,3,937,4,6.0,2839
1291,1,0,0,0,0,0,1,0,1,0,1,0,0,2,710,2,5.0,1221
1292,1,0,0,0,0,0,1,1,0,1,0,0,0,4,1617,5,5.0,1558
1293,1,0,0,0,0,0,1,0,1,1,0,0,0,2,836,2,5.0,623
1294,1,0,0,0,0,0,1,1,0,1,0,0,0,2,1200,3,7.0,3645
1295,1,0,0,0,0,0,1,0,0,1,0,0,0,2,950,2,7.0,928
1296,1,0,0,0,0,0,1,1,0,1,0,0,0,1,460,2,7.0,1025
1297,0,1,0,0,0,0,1,1,0,1,0,0,0,1,585,2,7.0,1014
1298,1,0,0,0,0,0,1,0,0,0,1,0,0,2,550,2,6.0,27
1299,1,0,0,0,0,0,1,0,1,1,0,0,0,1,375,1,6.0,920
1300,1,0,0,0,0,0,1,0,0,1,0,0,0,2,700,2,6.0,1020
1301,1,0,0,0,0,0,1,0,1,0,1,0,0,2,750,2,7.0,28
1302,1,0,0,0,0,0,1,0,0,0,1,0,0,4,2000,4,7.0,645
1303,1,0,0,0,0,0,1,1,0,1,0,0,0,4,2046,5,7.0,2252
1304,0,1,0,0,0,0,1,1,0,1,0,0,1,2,750,2,6.0,37
1305,1,0,0,0,0,0,1,0,1,0,1,0,0,2,730,2,6.0,517
1306,1,0,0,0,0,0,1,1,0,1,0,0,0,2,750,2,5.0,1020
1307,0,1,0,0,0,0,1,1,0,1,0,0,1,1,229,1,4.0,59
1308,1,0,0,0,0,0,1,0,1,0,0,0,0,2,910,2,6.0,1019
1309,1,0,0,0,0,0,1,1,0,1,0,0,0,4,1648,5,6.0,2158
1310,1,0,0,0,0,0,1,0,1,0,1,0,0,3,1100,3,7.0,4854
1311,1,0,0,0,0,0,1,0,1,0,0,0,0,1,560,2,6.0,24
1312,1,0,0,0,0,0,1,0,1,1,0,0,0,2,850,2,6.0,46
1313,0,1,0,0,0,0,1,0,1,0,1,0,1,1,450,1,6.0,24
1314,1,0,0,0,0,0,1,1,0,1,0,0,0,2,820,2,5.0,728
1315,1,0,0,0,0,0,1,0,1,1,0,0,0,2,750,2,5.0,1020
1316,1,0,0,0,0,0,1,0,1,1,0,0,0,1,410,1,7.0,47
1317,1,0,0,0,0,0,1,0,1,1,0,0,1,1,490,2,5.0,1220
1318,1,0,0,0,0,0,1,0,1,1,0,0,0,2,700,2,6.0,1115
1319,1,0,0,0,0,0,1,1,0,1,0,0,0,5,3000,5,5.0,810
1320,1,0,0,0,0,0,1,0,0,1,0,0,0,1,560,1,5.0,17
1321,1,0,0,0,0,0,1,0,1,1,0,0,0,2,650,2,7.0,818
1322,0,1,0,0,0,0,1,1,0,1,0,0,1,1,520,1,5.0,23
1323,1,0,0,0,0,0,1,0,1,1,0,0,0,2,850,2,7.0,912
1324,1,0,0,0,0,0,1,0,0,1,0,0,0,2,777,2,7.0,1922
1325,1,0,0,0,0,0,1,0,1,1,0,0,0,2,771,2,7.0,1537
1326,1,0,0,0,0,0,1,0,1,1,0,0,0,1,400,1,7.0,37
1327,1,0,0,0,0,0,1,0,0,0,1,0,0,2,600,2,6.0,77
1328,1,0,0,0,0,0,1,1,0,1,0,0,0,1,390,2,7.0,87
1329,1,0,0,0,0,0,1,0,0,1,0,0,0,4,3200,4,6.0,24
1330,1,0,0,0,0,0,1,0,0,1,0,0,0,1,450,2,6.0,512
1331,0,1,0,0,0,0,1,1,0,1,0,0,1,1,500,2,6.0,723
1332,1,0,0,0,0,0,1,1,0,1,0,0,0,1,410,1,5.0,612
1333,1,0,0,0,0,0,1,0,1,1,0,0,1,1,160,1,6.0,23
1334,1,0,0,0,0,0,1,0,1,1,0,0,0,2,750,2,5.0,1014
1335,0,1,0,0,0,0,1,0,1,0,1,0,0,1,585,2,6.0,37
1336,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1300,3,6.0,1224
1337,1,0,0,0,0,0,1,0,0,1,0,0,1,1,350,1,6.0,217
1338,0,1,0,0,0,0,1,1,0,1,0,0,1,1,490,2,5.0,37
1339,1,0,0,0,0,0,1,0,1,0,1,0,0,2,650,2,7.0,516
1340,1,0,0,0,0,0,1,0,1,1,0,0,1,1,225,1,6.0,624
1341,1,0,0,0,0,0,1,1,0,1,0,0,0,2,850,2,6.0,513
1342,0,1,0,0,0,0,1,0,1,1,0,0,1,1,385,1,7.0,95
1343,1,0,0,0,0,0,1,0,1,0,1,0,0,2,800,2,7.0,27
1344,1,0,0,0,0,0,1,0,0,1,0,0,0,4,2500,4,6.0,512
1345,1,0,0,0,0,0,1,1,0,1,0,0,0,4,1526,5,5.0,7678
1346,0,1,0,0,0,0,1,0,1,1,0,0,1,1,300,1,5.0,310
1347,0,1,0,0,0,0,1,1,0,1,0,0,0,3,1800,3,7.0,1013
1348,1,0,0,0,0,0,1,1,0,1,0,0,0,2,800,2,6.0,520
1349,1,0,0,0,0,0,1,0,0,0,1,0,0,3,890,2,5.0,2027
1350,1,0,0,0,0,0,1,0,1,1,0,0,0,2,700,2,5.0,1423
1351,0,1,0,0,0,0,1,1,0,0,0,0,1,1,465,1,7.0,34
1352,1,0,0,0,0,0,1,0,0,0,1,0,0,2,900,2,6.0,836
1353,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1073,3,5.0,820
1354,0,1,0,0,0,0,1,0,1,1,0,0,1,1,450,1,5.0,47
1355,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1350,3,6.0,816
1356,1,0,0,0,0,0,1,0,0,1,0,0,0,2,800,2,6.0,58
1357,1,0,0,0,0,0,1,0,1,0,0,0,0,2,600,2,6.0,47
1358,1,0,0,0,0,0,1,0,1,1,0,0,0,2,650,2,6.0,515
1359,1,0,0,0,0,0,1,0,0,0,0,0,0,2,550,2,5.0,33
1360,1,0,0,0,0,0,1,0,1,1,0,0,0,1,840,2,6.0,817
1361,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1121,2,5.0,3045
1362,1,0,0,0,0,0,1,0,1,1,0,0,0,2,650,2,5.0,212
1363,0,1,0,0,0,0,1,0,1,1,0,0,1,1,575,1,6.0,1414
1364,0,1,0,0,0,0,1,0,0,1,0,0,1,1,475,1,5.0,34
1365,1,0,0,0,0,0,1,1,0,1,0,0,0,2,830,2,6.0,921
1366,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1337,3,5.0,2830
1367,1,0,0,0,0,0,1,1,0,1,0,0,0,1,420,2,5.0,57
1368,1,0,0,0,0,0,1,0,1,0,0,0,0,1,310,1,6.0,97
1369,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1800,4,7.0,212
1370,1,0,0,0,0,0,1,0,0,1,0,0,0,3,967,3,7.0,1433
1371,1,0,0,0,0,0,1,1,0,1,0,0,0,1,505,1,6.0,412
1372,0,1,0,0,0,0,1,0,1,1,0,0,1,1,275,1,6.0,37
1373,1,0,0,0,0,0,1,1,0,0,1,0,0,2,640,2,7.0,2121
1374,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1500,3,6.0,1023
1375,1,0,0,0,0,0,1,1,0,1,0,0,0,2,850,2,6.0,1023
1376,1,0,0,0,0,0,1,1,0,1,0,0,0,2,900,2,5.0,1225
1377,1,0,0,0,0,0,1,0,0,1,0,0,0,1,430,2,5.0,67
1378,1,0,0,0,0,0,1,1,0,0,1,0,0,4,1649,3,7.0,1829
1379,1,0,0,0,0,0,1,0,1,1,0,0,0,3,1100,3,5.0,1224
1380,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1200,3,7.0,1435
1381,1,0,0,0,0,0,1,0,1,0,1,0,0,2,680,2,6.0,520
